title,description,category
Lie Groups,"Este es un trabajo de fin de grado sobre la teoría de Grupos de Lie y Álgebras de Lie. Se centra en dos objetivos: Por un lado, proporciona al lector los conceptos básicos en relación a Grupos de Lie, Algebras de Lie, la conexión entre ellos, y algunas herramientas para entender su estructura; por otro lado, explora el teorema de Lie-Kolchin, no solo las motivaciones detrás de éste, sino también algunos resultados relacionados.<br /><br />",Matematicas
Estudio de hábitos de sueño en niños preescolares de 3 a 4 años en la ciudad de Logroño,"La frecuencia de alteraciones del sueño en la infancia es alta. Se estima que entre un 25 % y un 40% de los niños pueden presentar algún tipo de trastorno del sueño en algún momento de la infancia y/o adolescencia. Existe evidencia científica de que la alteración crónica del descanso nocturno afecta tanto al área social y emocional como al rendimiento cognitivo global y escolar del niño, disminuyendo su calidad de vida y la de sus familias. El insomnio infantil por hábitos incorrectos (IIHI) es el trastorno de sueño infantil más frecuente. Su prevalencia se estima entre el 20% y el 30% de la población pediátrica de 6m a 5 años. El único tratamiento que ha demostrado eficacia es la reeducación de los hábitos de sueño. Existen escasos estudios sobre prevalencia de trastornos del sueño en la infancia y adolescencia, tanto en España como a nivel global. La definición de trastorno del sueño en la infancia es difícil dado que frecuentemente existen patrones de sueño insatisfactorios para los padres o para el niño (problema de sueño) y no tienen por qué precisar tratamiento. El objetivo principal de este trabajo es describir los hábitos de sueño en población infantil preescolar sana compuesta por niños de 3 a 4 años. Se plantea un estudio epidemiológico observacional, descriptivo y transversal en el que tomamos como población diana todos los niños de Logroño escolarizados de 3 y 4 años (por tanto nacidos en 2011) que cursen primero de educación infantil durante el curso escolar 2014/2015. El total lo forman 1610 niños. El único criterio de exclusión es la no colaboración por parte del colegio. En total se entregaron 1226 cuestionarios y se recogieron 773 válidos. Se entregó un cuestionario de sueño basado en la escala BEARS para niños de 2-5 años y adaptado a contestar mediante opciones y casillas, al que añadimos datos demográficos y preguntas sobre tiempo que dedican los niños a hábitos deportivos,  juego al aire libre y horas de uso de pantallas (ordenadores, tablets, móviles o televisión).  Todos los parámetros y cálculos estadísticos se calcularon con el programa STATA 13.0 (Statacorp LP. Texas, USA). Las técnicas estadísticas que se utilizaron se eligieron en virtud del número de variables a comparar y de la escala de medida de las variables. La asociación entre proporciones y las diferentes variables explicativas se analizaron mediante la prueba chi-cuadrado y en el caso de frecuencias bajas (n<5) mediante el test exacto de Fisher. Para el estudio de tendencia lineal entre variables se utilizó la prueba de tendencia lineal Mantel-Haenszel. Se realizó un análisis multivariante incluyendo como variable dependiente la existencia de un problema potencial para dormir; para ello se precisó dicotomizar las variables, y se realizó un test de regresión logística entre las variables independientes dicotomizadas y la variable dependiente (Problema de sueño potencial). En nuestra muestra las dificultades del sueño de los niños (la necesidad de ayuda para dormir, el rechazo a ir a la cama, los problemas de conciliación y la necesidad de dormir acompañados durante toda la noche) se da en el 47,22%. Un 27,1 % de los padres que señalan alguna de estas dificultades en sus hijos, no lo consideran un problema. Los despertares nocturnos son más frecuentes entre aquellos niños que tienen problemas de sueño: un 60,37% de los niños que se despiertan por la noche presentan estos problemas frente al 39,62% que no los presentan. Existe mayor frecuencia de problemas de sueño entre los niños que dormían la siesta (46,68%) con una tendencia lineal creciente (a mayor hábito de siesta mayor frecuencia de problemas), lo que explicamos como una mayor necesidad de siesta entre estos niños con problemas, que además se despiertan más frecuentemente por la noche. Los niños que durmieron acompañados de sus padres presentaron más problemas a la hora de empezar a dormir (73,03 %) que aquellos que lo hacían con sus hermanos (41,91%) o que dormían solos (44,93%). Es más frecuente (54,52%) la práctica del colecho o la cohabitación entre los niños de familias con padres extranjeros frente a las familias con padres españoles (6,67%). Se encontró una rutina de siesta habitual en algo menos de la mitad de la muestra, sin diferencias por sexo y con una disminución de este hábito conforme aumenta la edad. La mayoría de los niños de nuestro estudio mantienen una regularidad en la hora de acostarse y de levantarse, si bien existe cierta diferencia entre los días laborables y festivos o fines de semana. No se pudo demostrar el beneficio del ejercicio físico en relación a menores problemas de sueño y/o menores despertares. Se demostró una tendencia lineal decreciente entre horas de juego al aire libre y problemas de sueño: a mayor número de horas de juego, menores problemas para dormir. El uso de “ocio digital” se demostró asociado a mayores problemas de sueño, con una tendencia lineal creciente entre más horas de juego y más problemas, fundamentalmente en los que utilizaron algún tipo de pantalla durante más de dos horas al día. Se plantea la necesidad de homogeneizar estudios de sueño en niños mediante la utilización de los mismos cuestionarios a fin de poder comparar resultados. Es frecuente que no se consulten los problemas del sueño en los niños preescolares. Proponemos el uso de cuestionarios de sueño de forma rutinaria en las revisiones del niño sano. Los  profesionales  sanitarios  en  general  y  el  pediatra  de  Atención Primaria  en  particular  (en coordinación  con  la  enfermera  pediátrica)  debemos  ayudar  a  mejorar los conocimientos sobre higiene del sueño de la población y en particular de los padres. Si bien nuestro estudio, por su inherente naturaleza descriptiva y transversal no permite generalizar los datos obtenidos a la población general, sienta las bases para generar hipótesis de trabajos futuros de investigación en relación al sueño de los niños.",Salud
The development of fine motor skills through plastic education in a special education classroom,"El arte y la educación plástica fomenta en el alumnado, especialmente en niños con necesidades educativas especiales, el uso de la creatividad, la mejora de la motricidad fina y el desarrollo integral de la persona. La manera de conseguirlo es, dejando como docente, una libre expresión del alumnado donde no haya una sola respuesta correcta ante la tarea y adaptando las actividades al nivel cognitivo y personal de cada alumno de manera individualizada. Nuestra labor como maestros educar y formar personas competentes capaces de dar distintas soluciones a un mismo problema.<br />",Artes
"Assessment direct and indirect effects of sports´events in a natural environment, indoors and outdoors","El deporte es una actividad muy presente en nuestra sociedad y no se trata de la que más impacto genera, pero el echo de que reúna a miles de aficionados obliga no solo a gestionar el territorio sino a concienciar y educar a las personas que acuden a los eventos. En este proyecto se estudian los impactos ambientales que generan los eventos deportivos en distintos medios: medio natural, indoor y outdoor. Se llevan a cabo dos valoraciones a través de matrices causa-efecto que relacionan el evento deportivo con el impacto que puedan generar, así se determina la importancia del evento en el medio natural. Posteriormente, se evalúan los aspectos ambientales del evento en lo referente a movilidad, consumo de agua o consumo energético. Estas dos evaluaciones se hacen dos veces. Primero se hace una sin aplicar medidas correctoras y después aplicando medidas correctoras, de este modo se puede ver como varía la importancia de un evento si se organiza y gestiona de manera adecuada. Además se proponen medidas correctoras, preventivas y compensatorias de carácter general y específico para que los organizadores las tengan en cuenta. Palabras clave: evento sostenible, impacto ambiental, aspecto ambiental",Ciencia
Comparación agronómica de dos sistemas de manejo de plagas en el cultivo de guisante sugar snap(Pisum sativum L. var. macrocarpon Ser.) en la Hoya de Huesca,"El grupo Gelagri Ibérica S.L., Milagro (Navarra), está especializado en la ultracongelación de hortícolas. En el año 2011 se interesó por la investigación y desarrollo de técnicas insecticidas menos agresivas y más respetuosas con el medio ambiente en los cultivos hortícolas al aire libre y destino congelado en la comarca de la Hoya de Huesca. Las plagas estudiadas pertenecen al orden Lepidoptera y familia Noctuidae (Autographa gamma L., Helicoverpa armigera L., Peridroma saucia L., Spodoptera exigua H.) y al orden Homoptera y familia Aphididae (Acyrthosiphon pisum H.). Estos insectos se muestran muy resistentes a los tratamientos fitosanitarios por lo que se hace necesario buscar nuevas alternativas en la lucha contra ellos. Se seleccionaron dos sistemas a comparar para el control de plagas en los cultivos: un tratamiento químico y un tratamiento ecológico. El químico consistió en la aplicación de productos de síntesis que provocan la muerte de la población por contacto, ingestión, etc. Y el tratamiento ecológico se basó en la aplicación de sustancias de origen natural y de Bacillus thuringiensis que reducían la densidad de las plagas por debajo del umbral de daño económico a través de un programa de Manejo integrado de Plagas (MIP). Entre los cultivos a evaluar, se seleccionó el guisante sugar snap (Pisum sativum L. var. macrocarpon Ser.). Este guisante es una variedad parecida a los tirabeques o bisaltos, cuyas partes aprovechables para consumo humano son las vainas, de sabores dulces y carentes de fibra. La introducción de una técnica de producción ecológica en un cultivo y en un área en la que no se ha utilizado tradicionalmente aportó numerosas ventajas agronómicas. Su implantación requirió procesos más o menos prolongados de ensayo y adaptación de las nuevas técnicas a las condiciones locales, tanto desde el punto de vista agroclimático como cultural, antes de adoptarlas como una alternativa consolidada. El objetivo principal de este trabajo ha sido la comparación agronómica de dos sistemas de manejo de plagas en el cultivo de guisante sugar snap en la zona de la Hoya de Huesca. Para ello se realizaron durante los meses de marzo, abril y mayo del año 2011 un total de tres ensayos con tres repeticiones en parcelas de agricultores. Las parcelas elementales en ningún caso tuvieron menos de 1.000 m2. Estos ensayos iban dirigidos a profundizar en el estudio de otros métodos de control alternativos a los agroquímicos y su objetivo era analizar la posibilidad de implantación de un control integrado de plagas (MIP) en base a la combinación de la entomofauna auxiliar preexistente y un programa MIP en el cultivo de guisante sugar snap. A partir de los resultados obtenidos se ha conseguido establecer que para la comarca de la Hoya de Huesca el sistema más adecuado fue el tratamiento ecológico en combinación con un programa MIP. Finalmente se puede concluir que el sistema más adecuado fue el tratamiento ecológico en el guisante sugar snap en la comarca de la Hoya de Huesca, quedando demostrado que es posible su implantación, así como obtener calidades y producciones superiores al tratamiento químico.",Ciencia
Akitu: The longue durée history of a Mesopotamian festival,"El akitu mesopotámico ha sido una de las celebraciones proximorientales más analizadas por la historia de las religiones, frecuentemente contemplado como paradigma de un patrón ritual ahistórico presente en la mayor parte de los festivales de Año Nuevo del mundo antiguo. La diversidad de sus distintas manifestaciones y los diferentes significados del ritual a lo largo del tiempo obligan sin embargo a replantear algunas de las asunciones tradicionales prestando mayor atención a las fuentes históricas y el contexto de cada reconstrucción. Resulta conveniente así elaborar una síntesis de la trayectoria del festival en la larga duración que ofrezca una visión general de su evolución, sus distintos significados y de lo que esta celebración supuso para las gentes de Mesopotamia en lo religioso, lo político y lo social a lo largo de sus tres milenios de continuidad.",Ciencia
Elecciones y partidos políticos en Aragón durante la II República. Estructura económica y comportamiento político,<br />,Humanidades
A scream on the wall: Having a glance at the Spanish Civil War using the posters.,"Resumen Con este trabajo he pretendido realizar un estudio acerca de la Guerra Civil Española a través de un medio de comunicación muy utilizado durante ese periodo, como fueron los carteles. Para ello ha sido necesario hacer una reflexión previa sobre la propaganda, pero no solo de este concepto como tal, sino de todos aquellos factores que la configuran y que de una u otra forma influyeron en la propaganda de la Guerra Civil. En cuanto a la cartelistica, el papel que tuvieron los carteles como medio de comunicación fue fundamental, por su gran alcance en la sociedad y por su adaptación constante a la evolución de la situación de guerra.Por último he incluido un epígrafe sobre la representación de las mujeres en la cartelistica de la guerra, debido a su gran protagonismo en ella y su poca visibilidad. Todo ello se complementa con una muestra de carteles de ambos bandos, que he seleccionado. Abstract The objective of this writing is to study the Spanish Civil War using the poster which was a traditional media during these years. For this reason, I have done a necessary research about propaganda and publicity. It does not include only the history of the concept, I was studyingthe facts which influenced the Civil War´s propaganda too. In regardto the posters, its role was essential for communication;it had a great impact on that society and it was adapted to the war situation. Finally, it was included a sectionabout women’s representation in war posters, in point of fact they had a great leadershipbut a few visibility. Furthermore this research was complemented with a demonstration of some posters which correspond to both sides.",Humanidades
The importance of educative interventions to improve the physical activity levels in teenagers: analysis and proposal for improving of an active recess program,"El TFM se integra dentro de la modalidad A referido a un análisis crítico acerca de un caso real en un centro de Educación Secundaria. En este se lleva a cabo un programa de recreos activos con el objetivo de que los alumnos realicen actividad física durante esta franja horaria para favorecer el disfrute y crear experiencias positivas con el fin de que adquieran hábitos de actividad física para realizar en su tiempo libre. En primer lugar, se lleva a cabo una revisión bibliográfica donde se refleja la situación actual de los adolescentes respecto a los bajos niveles de actividad física, los diferentes tipos de proyectos sobre recreos activos y donde se destaca la importancia de intervenir a nivel de centro para contribuir a la mejora de estos. Seguidamente, se procede al análisis del caso en concreto, para observar la capacidad de influencia y satisfacción que supone para los alumnos la participación en actividades que mejoren sus hábitos saludables, en este caso, en el contexto de los recreos activos.<br /><br />",Ciencia
Percepción de las pacientes de la asistencia profesional recibida ante el duelo perinatal en el H.C. Universitario Lozano Blesa: Estudio preliminar,"El hecho de que una mujer lleve un control de embarazo óptimo y dé a luz a un niño sano es el objetivo primordial de los profesionales de la salud que trabajan en el campo de la obstetricia y neonatología. Lamentablemente en ocasiones los resultados no son los esperados y las madres deben pasar por la amarga situación de tener que dar a luz a un hijo sin vida. Una buena actuación profesional puede hacer que el abordaje del duelo perinatal por parte de los padres pueda realizarse de una forma no patológica. Este estudio preliminar describe la percepción que tuvieron mujeres gestantes afectadas por la pérdida de un hijo intraútero o tras los primeros minutos de vida, en relación al trato recibido por parte de los profesionales sanitarios durante su estancia en el Hospital Clínico Universitario Lozano Blesa de Zaragoza (H. C. U.) y también da a conocer las actuaciones que dichos profesionales llevan a cabo en el contexto del duelo perinatal. Más de las dos terceras partes de las mujeres entrevistadas percibieron haber recibido un trato bastante bueno o muy bueno. En cuanto a las actuaciones de los profesionales, en algunas ocasiones no se asemejaron a lo que los protocolos de actuación aconsejan en estos casos.",Ciencia
Política artística en el Virreinato de Sicilia bajo el gobierno de Don García de Toledo(1564–1567),"Para comprender la política artística desarrollada por el Virrey García de Toledo en la isla italiana de Sicilia entre 1564 y 1567, los ejemplos arquitectónicos realizados durante su mandato constituyen un mirador privilegiado. El estudio de las actividades de García de Toledo a título individual y como representante de la Monarquía española en Sicilia dan parte de las claves para entender la raíz del encargo, si el proyecto se trazaba desde la Península o si en cambio seguía directrices del gobierno ciudadano, cómo se administraban las obras y cómo se ejecutaban para descubrir finalmente que las empresas que patrocinó don García durante su virreinato responden a proyectos a largo plazo, algunos ya definidos con anterioridad y otros que responden a proyectos ligados a los poderes públicos. *	*	*	*	* Per capire la politica artística sviluppata dal Vicerè Garcia di Toledo nell’isola italiana di Sicilia tra 1564 e 1567, gli esempi architettonici realizzati durante il suo governo offrono uno sguardo privilegiato. Lo studio delle attività di Garcia di Toledo a titolo personale e, come rappresentante della Monarchia spagnola in Sicilia forniscono le chiavi necessarie per capire l’origine della committenza, se il progetto veniva disegnato dalla Penisola o se invece seguiva le direttive del governo cittadino, come si amministravano le fabbricche e come si eseguivano per scoprire finalmente che le opere commissionate da don Garcia durante il suo viceregno rispondono a progetti a lungo raggio, alcuni di essi già definiti prima e altri invece rispondono a progetti legati ai poteri pubblici.",Artes
Intervención fisioterápica tras artroplastia total de rodilla,"Introducción: La gonartrosis presenta una alta prevalencia y se sitúa entre una de las principales causas de discapacidad lo que hace que la implantación de una Artroplastia total de rodilla (ATR) sea la opción terapéutica más utilizada en fases avanzadas. Tras la operación, el tratamiento más utilizado para devolver la funcionalidad es la fisioterapia; sin embargo, no existe un plan de intervención fisioterápico consensuado.  Objetivos: Desarrollar y aplicar un plan de intervención en fisioterapia, en base a un caso clínico, dirigido a pacientes con ATR encaminado a mejorar la marcha y conseguir la máxima funcionalidad en las AVD.  Metodología: Se trata de un estudio de un único sujeto tipo AB (n=1) en el que se llevan a cabo 33 sesiones de fisioterapia. Además de emplear la terapia manual, crioterapia, reeducación de la marcha,… como recursos fisioterápicos para conseguir los objetivos planteados, se administran diferentes test a lo largo de la evolución.  Desarrollo: Tras la intervención fisioterápica, la paciente presenta una disminución del dolor de 4 puntos en la escala EVA, una disminución de la inflamación, una mejora del rango de movimiento activo y pasivo (funcionales para las AVD) y un aumento de la fuerza muscular en la escala Daniel´s. Los test aplicados muestran resultados favorables. Conclusiones: La intervención fisioterápica es efectiva al aumentar el movimiento articular, disminuir el dolor, aumentar la fuerza y mejorar el equilibrio y la coordinación. Sin embargo, debido a la baja evidencia científica de este trabajo, son necesarios más estudios para que se confirme la hipótesis.",Salud
Update on the diagnosis of celiac disease,"La enfermedad celiaca es una enfermedad sistémica, mediada por el sistema inmunológico y precipitada por el contacto de la mucosa intestinal con el gluten y otras prolaminas relacionadas, en individuos genéticamente susceptibles. Afecta actualmente alrededor del 1% de la población mundial y su prevalencia ha aumentado progresivamente en las últimas dos décadas y la incidencia continúa creciendo. La prevalencia de la enfermedad celíaca asintomática es desconocida, y de hecho los casos diagnosticados constituyen la ""punta del iceberg"".  Hace más de 10 años, a todos aquellos pacientes que presentaban hinchazón abdominal unida a otro síntoma, como por ejemplo anemia, se les realizaba serología de anticuerpos específicos al gluten (anti-transglutaminasa tisular, anti-endomisio y anti-gliadina) y biopsia. Dado que es una técnica quirúrgica y se realiza con anestesia general, conlleva ciertos riesgos, por lo que hoy en día se lleva a cabo sólo si la sospecha clínica es alta y anticuerpos positivos, o, si los anticuerpos son negativos y la sospecha clínica alta y las pruebas genéticas (HLA) positivas.  Actualmente, a raíz de la estrategia propuesta por la ESPGHAN el diagnóstico de enfermedad celiaca sin necesidad biopsia en niños es posible si cumplen unos parámetros determinados (elevación de anticuerpos IgA anti-tTG por encima de 10 veces su valor normal, elevación de anticuerpos antiendomisio en una muestra distinta de sangre y presentar alguno de los haplotipos HLA DQ2/DQ8). Parece complicado poder aplicar este novedoso algoritmo diagnóstico en la población adulta debido a la alta frecuencia de presentaciones no clásicas de celiaquía en adultos. Por ello, en el momento del diagnóstico es recomendable solicitar hemograma, ferritina, ácido fólico, vitamina B12, vitamina D y calcio.",Salud
Functional capacity´s response to a programme of physical exercise in patients undergoing colon cancer surgery,"Los pacientes oncológicos deberían incorporar a su tratamiento la actividad física siguiendo programas adaptados a su condición, fundamentalmente los que van a ser sometidos a cirugía. La prehabilitación es un programa para mejorar la capacidad física anticipándose a un próximo factor estresante. Presentamos un estudio que compara la respuesta de la capacidad funcional en 2 grupos de pacientes; los que siguen un programa de prehabilitación y los que simplemente se les da la recomendación de que hagan ejercicio.",Ciencia
Instalación de aspiración y filtrado de polvo de granza de polietileno,"El presente proyecto tiene como finalidad el diseño y dimensionado de un sistema de aspiración y filtrado de emisiones pulverulentas. Estas emisiones están presentes en una instalación de transporte y manipulación de granza de polietileno. Actualmente la instalación dispone de un dispositivo para despaletizar sacos para su posterior transporte neumático a dos estaciones de almacenamiento de granza. Mediante la instalación diseñada se busca limitar la emisión de partículas de polvo contaminantes a la atmósfera. Con este sistema de aspiración y filtrado compuesto por la red de conductos, un separador ciclónico y un filtro de mangas se ha conseguido disminuir las emisiones al medioambiente en un 99%, quedando de esta manera por debajo de los límites establecidos por normativa y consiguiendo un ambiente de trabajo mucho más limpio y saludable.",Ciencia
Gamification for 3.0 motivation,"El leitmotiv de este trabajo fin de máster es la MOTIVACIÓN. Según Pink, la motivación del ser humano ha ido cambiando a lo largo de la historia, estando basada en la supervivencia en un principio (motivación 1.0), viéndose más fundamentada en recompensas y castigos posteriormente (motivación 2.0), y culminando en la motivación intrínseca del individuo (motivación 3.0), que está promovida por el propio interés del mismo. Sin embargo, conseguir este tipo de motivación para tareas como estudiar/aprender puede ser muy complejo para ciertos alumnos, ya que requiere que el individuo realice una actividad para la que a priori no tiene interés. Una de las mejores formas de conseguir esta motivación es mediante el uso de técnicas de los juegos; la gamificación. Ya que asociamos la actividad al juego y entretenimiento, por lo que nuestro cerebro no asocia el aprendizaje con un esfuerzo, sino con una actividad entretenida.  Por ello, en este trabajo se desarrollan 3 propuestas innovadoras que incluyen técnicas de gamificación y que fueron aplicadas a un grupo de alumnos de 4º de ESO.",Ciencia
Now is the turn of women a curriculum renewed through the gender perspective,"El currículum para la enseñanza de Geografía e Historia es una prueba más del segundo plano en el que se encuentra la mujer en nuestra sociedad. Nuestros alumnos no conocen mujeres históricas, no conocen su historia, están inundados por micro machismos y estereotipos y tienen una visión desconocida de la violencia, de la discriminación y de la falta de estima hacia la mujer y todo por una falta de información.  Llevar al aula actividades que trabajen el género desde diversas vertientes: autoestima, comunicación, historia y violencia y hacerlo con diversas metodologías debe ser nuestro objetivo. Si la sociedad está en continuo avance, los materiales y actividades de nuestros alumnos deben estar en permanente revisión. Hay que dejar atrás lo tradicional y generar en nuestros alumnos la diversión y la emoción en aras de un aprendizaje significativo.",Ciencia
Niveles de actividad física en escolares de educación primaria,"La práctica de actividad física (AF) constituye un elemento de enorme importancia en la sociedad actual, debido a su contribución, en términos de salud, al bienestar de la población. En los últimos años, encontramos en la literatura científica estudios nacionales e internacionales que alertan de los insuficientes niveles de AF en población joven, estudios entre los que encontramos marcadas diferencias en función de variables como el género o el tipo de día (entre semana / fin de semana). Igualmente, la promoción de la AF en el entorno escolar se ha convertido en una estrategia de salud pública debido a la importancia de las primeras edades para la creación de hábitos saludables, y durante el periodo lectivo, los escolares tienen dos principales oportunidades para ser físicamente activos: las clases de educación física (EF) y los recreos. No obstante, en nuestro país encontramos escasos estudios científicos que analicen estas variables en la franja de edad correspondiente a la Educación Primaria (6 a 12 años). La finalidad de este estudio fue describir los niveles de AF habitual de un grupo de escolares de Educación Primaria, determinando las diferencias en función del tipo de día, y estableciendo la aportación que las clases de EF y los recreos escolares tenían sobre estos niveles. El efecto del género en las relaciones entre las variables, así como el grado de cumplimiento con las recomendaciones para cada periodo fueron también analizados. Participaron voluntariamente dos centros escolares de la ciudad de Zaragoza, siendo éstos similares en cuanto a número total de alumnos e infraestructuras. 220 alumnos de 1º a 6º de Educación Primaria dieron consentimiento escrito, aprobado y firmado por sus tutores legales. La muestra final varió en función de las partes del estudio: 213 (8.68 ± 1.75 años) sujetos en el análisis de los niveles de AF habitual, 74 (8.64 ± 1.82 años) en el análisis de los niveles de AF en las clases de EF, y 173 (8.67 ± 1.73) en el análisis de los niveles de AF en los recreos. La AF fue medida de forma objetiva mediante acelerometría. Los niveles de AF habitual de la muestra estudiada fueron, en general, altos, con marcadas diferencias de género en favor de los chicos. El grado de cumplimiento de las recomendaciones de práctica diaria de AF fue alto. Los sujetos practicaban más AF entre semana que en el fin de semana, momento en que las diferencias de género se vieron disminuidas. Las clases de EF y los recreos mostraron niveles de AF bajos, que contribuyen escasamente a aumentar los niveles de AF habitual, y el grado de cumplimiento de las recomendaciones para estos periodos fue igualmente bajo. Los resultados de este estudio pueden contribuir a la literatura en la medida en que nos aproximan a los niveles de AF medida de forma objetiva en niños de 6 a 12 años en una muestra recogida en España, así como ayudarnos a comprender cuál es el papel que las clases de EF y los recreos están jugando en la contribución a estos niveles.  En conclusión, se necesitan estrategias para incrementar los niveles de AF durante las clases de EF, durante los recreos, y durante los fines de semana, especialmente en las chicas para estos dos últimos periodos.",Artes
Uso de la termografía en la clínica de los caballos de deporte,"El objetivo de este trabajo fue demostrar que mediante imágenes termográficas se podía detectar dónde se encuentra el origen del problema en patologías del aparato locomotor. Se siguió la hipótesis planteada de que los caballos deben de presentar patrones térmicos simétricos en las extremidades anteriores y posteriores y que la diferencia de un grado o más, indica que existe una lesión. Para ello se evaluó las imágenes termográficas de las extremidades anteriores y posteriores en caballos de distintas razas. Se utilizaron 5 caballos con distintas patologías y empleados para distintas actividades ecuestres. Para realizar las fotos de termograrfía de cada miembro se utilizó una cámara térmica InfraCAM FLIR SYSTEM estandarizando las condiciones de obtención de las imágenes para que no hubiera artefactos que puedan interferir en la interpretación de las mismas. Para determinar la temperatura de cada miembro se utilizó el software FLIR y se pudo concluir que los caballos con patologías no tenían patrones simétricos de temperatura.",Salud
Periprosthetic fracture of the knee,"Las fractura periprotesicas son una complicación cada vez mas frecuente debido a la mayor frecuencia del uso de prótesis y un envejecimiento de la población. Estas fracturas pueden ocurrir en cualquier parte del fémur, tibia o rotula, siendo la mas común la fractura supracondiela de fémur.es necesaria una adecuada sistematización y clasificación de los diferentes patrones fractuarios para seleccionar la opción terapéutica correcta. las opciones terapéuticas abarcan desde el tratamiento conservador a la revisión de prótesis.",Salud
Estudio retrospectivo de infección congénita por citomegalovirus en encefalopatías de causa no establecida e hipoacusias,<br />,Salud
"Factores que afectan a la morfometría del núcleo espermático en ""Bos taurus""","El éxito de la IA en el sector bovino radica en la utilización de eyaculados de buena calidad, que se evalúan mediante un espermiograma en el que se miden numerosos parámetros. Entre ellos se encuentra el estudio de la morfología espermática, cuya determinación se ha automatizado mediante el desarrollo de un nuevo método para el análisis morfométrico (CASMA-F). Dada la importancia de este análisis es importante conocer los factores que puedan influir en los resultados. El objetivo general de este trabajo Fin de Grado será estudiar dichos factores utilizando el método CASMA-F y para ello se realizaron tres estudios. En el primero se ha analizado el efecto de la viabilidad del espermatozoide en la morfometría del núcleo espermático. Para ello se recogieron muestras de 10 machos que se trataron con dos presentaciones distintas (fresco y frotis). En el caso de las muestras en fresco se tiñeron con Hoechst 33342 e Ioduro de Propidio (IP) por separado y combinando ambos. En el caso de la presentación en frotis, las muestras se fijaron con glutaraldehído y posteriormente se tiñeron con H342 y con IP por separado. En el segundo estudio se evaluó el efecto de la centrifugación en la morfometría del núcleo espermático. Se prepararon frotis con muestras procedentes de 5 machos distintos antes y después de centrifugar durante 10 minutos a 2000g, se fijaron con glutaraldehído y se tiñeron con H342. Por último, en el tercer estudio se determinaron las posibles diferencias morfométricas entre espermatozoides portadores del cromosoma X y del cromosoma Y. En este estudio se realizaron dos ensayos, en el primero se analizaron 8 machos procedentes de la técnica FISH y se analizaron los espermatozoides portadores de cromosomas X e Y. En el segundo ensayo se analizaron 4 machos de los que se tenían muestras sexadas y sin sexar. Se realizaron frotis, se fijaron con glutaraldehído y se tiñeron con H342. En todos los estudios se realizaron las capturas de las imágenes con un microscopio de fluorescencia y una cámara digital. Las imágenes fueron procesadas con el software Image J analizando 200 espermatozoides de cada macho, tratamiento y tinción. Las medidas del núcleo espermático en fresco fueron mayores en los espermatozoides viables que en los no viables. Los núcleos espermáticos de las muestras centrifugadas presentaron en general mayores dimensiones que los espermatozoides sin centrifugar. En el último estudio se obtuvieron mayores valores morfométricos en todos los parámetros estudiados en los espermatozoides portadores del cromosoma X que en los portadores del cromosoma Y. En el segundo ensayo de este estudio, las dosis sexadas (los espermatozoides portaban el cromosoma X), presentaron mayores dimensiones morfométricas frente a las dosis no-sexadas.",Ciencia
Influence of active transport in the levels and patterns of physical activity in children of Huesca,"Introducción: La inactividad física y la obesidad representan graves problemas para la salud, especialmente cuando niños y jóvenes no cumplen con las recomendaciones de actividad física diarias. El desplazamiento activo se presenta como momento que puede contribuir a solucionar este problema. Método: Se han analizado datos de 45 niños de la ciudad de Huesca. Los sujetos, completaron unos cuestionaros relativos a ciertas variables sociodemográficas, y sobre patrones de actividad física y de desplazamiento al centro escolar. Asimismo, se realizaron mediciones de actividad física con acelerómetros durante 7 días. Resultados: El tiempo dedicado al desplazamiento activo puede suponer hasta la mitad de actividad física diaria recomendada. Asimismo, el modo de desplazamiento y la distancia al centro parecen influir significativamente en los niveles de actividad física durante los periodos de entrada y salida al centro. Conclusiones: El desplazamiento activo, el cual debería ser promocionado, contribuye al cúmulo diario recomendado de actividad física.<br />",Artes
